,Name,National ID,Barcode,Location,Date,Season,Country,Province,Species,Species (English),Breed/subspecies,Sex,Date of birth,Age (days),Age_category,Country of birth,Born at current residence,Bodyweight (kg),Breed line,Breed country of origin,Breed_type,White_breed,Traditional use,Establishment type,Husbandry intensity,Inside/outside,Additional outside access,Outdoor_access,Outside environment,Soil present,Bedding material,Bedding_present,Straw_present,Slatted floor,No. animals in enclosure,Housed with other species,Other species,Weaning age (days),Given formula milk,Creep feed,Creep_what,Creep_consistency,Water content (%),PSS,Dietary regimen,Feed name,Feed ingredients,Crude protein,Protein_category,Crude fat,Crude ash,Crude fibre,Fibre_category,Carbohydrates,Calcium,Phosphorous,Sodum,Lysine,Methionine,Organic/standard,Environmental food,Dietary supplementation,Purely_commercial_diet,Dairy_in_diet,First_feed_ingredient,Acetic_acid_mM/g,Propionic_acid_mM/g,Isobutyric_acid_mM/g,Butyric_acid_mM/g,Isovaleric_acid_mM/g,Valeric_acid_mM/g,Isocaproic_acid_mM/g,Caproic_acid_mM/g,Enanthic_acid_mM/g,Total_SCFA_mM/g,Total_BCFA_mM/g,Total_MCFA_mM/g,Total_VFA_mM/g,AA%,PA%,IBA%,BA%,IVA%,VA%,ICA%,CA%,EA%,SCFA%,BCFA%,MCFA%,Ratio_AA,Ratio_PA,Ratio_BA,Medical conditions,Medication,Antibiotics,Recent_antibiotics,Worming,Immunisations,Farrowed,Last farrowing,Gestating,Nursing,Parity,Castrated,Chemical/physical,Seq_run,Relatives/cohabitants,Sample storage information,Additional information,ID,numerical_age_category,DMM_cluster,cluster_lda,Simpson
16IE21,R2T3Samp17,,bc1012---bc1065,16IE,15/12/2022,Winter,Ireland,County Cork,Sus scrofa domesticus,Domestic pig,Large White x Irish Landrace,Male,,140.0,Finishing,Ireland,Yes,,,Ireland,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,28,Yes,Yes,,Solid,77.93296089,5.0,,,"Barley, wheat, soya hi-pro, soya oil, lysine HCl, DL-methionine, L-threonine, L-tryptophan, ronozyme HiPhos GT, salt feed grade, mono DiCal Phos, limestone flour","17,87",Medium,"3,14","4,52",3.51,Medium,"70,96",,,,,,Standard,No,,Yes,No,Barley,"293,47726","134,0289943","9,318778806","67,24421627","10,04747994","9,677422091","0,598121239","1,681863192","0,966948146",504.4278926,"19,96437999","2,648811338","527,041084","55,68","25,43","1,77","12,76","1,91","1,84","0,11","0,32","0,18","95,71","3,79","0,50","0,59","0,27","0,14",,,,No,No,Iron (Gleptosil) day 3-5; Porcilis PCV ID day 28,No,,,,,No,,NAMES03,,,,16IE21,3,6,cluster 6,0.953496451
16IE22,R1T3Samp15,,bc1007--bc1056,16IE,03/11/2022,Autumn,Ireland,County Cork,Sus scrofa domesticus,Domestic pig,Large White x Irish Landrace,Female,,140.0,Finishing,Ireland,Yes,,,Ireland,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,28,Yes,Yes,,Solid,77.43902439,4.0,,,"Barley, wheat, soya hi-pro, soya oil, lysine HCl, DL-methionine, L-threonine, L-tryptophan, ronozyme HiPhos GT, salt feed grade, mono DiCal Phos, limestone flour","17,87",Medium,"3,14","4,52",3.51,Medium,"70,96",,,,,,Standard,No,,Yes,No,Barley,"280,1765813","110,7116236","11,44254587","75,08839278","13,40490656","14,17213109","0,604678158","2,414403688","0,979556523",480.1487288,"25,45213059","3,393960211","508,9948196","55,05","21,75","2,25","14,75","2,63","2,78","0,12","0,47","0,19","94,33","5,00","0,67","0,60","0,24","0,16",,,,No,No,Iron (Gleptosil) day 3-5; Porcilis PCV ID day 28,No,,,,,No,,NAMES03,,,,16IE22,3,6,cluster 5,0.930025985
16IE23,R2T3Samp26,,bc1022---bc1065,16IE,15/12/2022,Winter,Ireland,County Cork,Sus scrofa domesticus,Domestic pig,Large White x Irish Landrace,Male,,140.0,Finishing,Ireland,Yes,,,Ireland,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,28,Yes,Yes,,Solid,76.9470405,4.0,,,"Barley, wheat, soya hi-pro, soya oil, lysine HCl, DL-methionine, L-threonine, L-tryptophan, ronozyme HiPhos GT, salt feed grade, mono DiCal Phos, limestone flour","17,87",Medium,"3,14","4,52",3.51,Medium,"70,96",,,,,,Standard,No,,Yes,No,Barley,"166,7913448","63,25256904","6,530310741","36,72540947","7,249259693","6,070656319","0,591012563","1,150954886","0,912316102",272.8399796,"14,370583","2,063270989","289,2738336","57,66","21,87","2,26","12,70","2,51","2,10","0,20","0,40","0,32","94,32","4,97","0,71","0,63","0,24","0,14",,,,No,No,Iron (Gleptosil) day 3-5; Porcilis PCV ID day 28,No,,,,,No,,NAMES03,,,,16IE23,3,4,cluster 5,0.967393914
16IE24,R2T3Samp28,,bc1005---bc1075,16IE,15/12/2022,Winter,Ireland,County Cork,Sus scrofa domesticus,Domestic pig,Large White x Irish Landrace,Female,,140.0,Finishing,Ireland,Yes,,,Ireland,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,28,Yes,Yes,,Solid,76.56765677,4.0,,,"Barley, wheat, soya hi-pro, soya oil, lysine HCl, DL-methionine, L-threonine, L-tryptophan, ronozyme HiPhos GT, salt feed grade, mono DiCal Phos, limestone flour","17,87",Medium,"3,14","4,52",3.51,Medium,"70,96",,,,,,Standard,No,,Yes,No,Barley,"153,9300945","63,9141533","5,902466816","33,78871276","6,575078359","6,165131172","0,581702762","1,936727682","1,028606603",257.7980917,"13,05924794","2,965334285","273,8226739","56,22","23,34","2,16","12,34","2,40","2,25","0,21","0,71","0,38","94,15","4,77","1,08","0,61","0,25","0,13",,,,No,No,Iron (Gleptosil) day 3-5; Porcilis PCV ID day 28,No,,,,,No,,NAMES03,,,,16IE24,3,6,cluster 6,0.979168599
16IE25,R1T3Samp19,,bc1012--bc1056,16IE,03/11/2022,Autumn,Ireland,County Cork,Sus scrofa domesticus,Domestic pig,Large White x Irish Landrace,Male,,140.0,Finishing,Ireland,Yes,,,Ireland,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,28,Yes,Yes,,Solid,75.83892617,4.0,,,"Barley, wheat, soya hi-pro, soya oil, lysine HCl, DL-methionine, L-threonine, L-tryptophan, ronozyme HiPhos GT, salt feed grade, mono DiCal Phos, limestone flour","17,87",Medium,"3,14","4,52",3.51,Medium,"70,96",,,,,,Standard,No,,Yes,No,Barley,"219,6940164","96,34600425","11,18893872","62,0638965","13,68213526","14,22531524","0,715447298","2,473816283","1,194496129",392.3292324,"25,58652128","3,668312412","421,5840661","52,11","22,85","2,65","14,72","3,25","3,37","0,17","0,59","0,28","93,06","6,07","0,87","0,58","0,25","0,16",,,,No,No,Iron (Gleptosil) day 3-5; Porcilis PCV ID day 28,No,,,,,No,,NAMES03,,,,16IE25,3,1,cluster 6,0.965116987
16IE26,R1T3Samp22,,bc1015--bc1056,16IE,03/11/2022,Autumn,Ireland,County Cork,Sus scrofa domesticus,Domestic pig,Large White x Irish Landrace,Female,,140.0,Finishing,Ireland,Yes,,,Ireland,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,28,Yes,Yes,,Solid,73.95498392,4.0,,,"Barley, wheat, soya hi-pro, soya oil, lysine HCl, DL-methionine, L-threonine, L-tryptophan, ronozyme HiPhos GT, salt feed grade, mono DiCal Phos, limestone flour","17,87",Medium,"3,14","4,52",3.51,Medium,"70,96",,,,,,Standard,No,,Yes,No,Barley,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,No,No,Iron (Gleptosil) day 3-5; Porcilis PCV ID day 28,No,,,,,No,,NAMES03,,,,16IE26,3,5,cluster 6,0.978118132
16IE27,R2T3Samp11,,bc1005---bc1065,16IE,15/12/2022,Winter,Ireland,County Cork,Sus scrofa domesticus,Domestic pig,Large White x Irish Landrace,Male,,140.0,Finishing,Ireland,Yes,,,Ireland,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,28,Yes,Yes,,Solid,80.60200669,5.0,,,"Barley, wheat, soya hi-pro, soya oil, lysine HCl, DL-methionine, L-threonine, L-tryptophan, ronozyme HiPhos GT, salt feed grade, mono DiCal Phos, limestone flour","17,87",Medium,"3,14","4,52",3.51,Medium,"70,96",,,,,,Standard,No,,Yes,No,Barley,"226,3703335","128,7750457","7,130154367","86,92053536","8,390228086","11,28985503","0,593591189","2,553020221","1,033945301",453.3557695,"16,11397364","3,586965522","473,0567087","47,85","27,22","1,51","18,37","1,77","2,39","0,13","0,54","0,22","95,84","3,41","0,76","0,51","0,29","0,20",,,,No,No,Iron (Gleptosil) day 3-5; Porcilis PCV ID day 28,No,,,,,No,,NAMES03,,,,16IE27,3,1,cluster 6,0.981178171
16IE28,R1T3Samp28,,bc1007--bc1057,16IE,03/11/2022,Autumn,Ireland,County Cork,Sus scrofa domesticus,Domestic pig,Large White x Irish Landrace,Female,,140.0,Finishing,Ireland,Yes,,,Ireland,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,28,Yes,Yes,,Solid,76.17728532,4.0,,,"Barley, wheat, soya hi-pro, soya oil, lysine HCl, DL-methionine, L-threonine, L-tryptophan, ronozyme HiPhos GT, salt feed grade, mono DiCal Phos, limestone flour","17,87",Medium,"3,14","4,52",3.51,Medium,"70,96",,,,,,Standard,No,,Yes,No,Barley,"636,0070618","332,7661628","20,13836534","182,3347343","24,84589578","39,12913785","0,669958859","7,744731627","1,702363852",1190.237097,"45,65421998","9,447095479","1245,338412","51,07","26,72","1,62","14,64","2,00","3,14","0,05","0,62","0,14","95,58","3,67","0,76","0,55","0,29","0,16",,,,No,No,Iron (Gleptosil) day 3-5; Porcilis PCV ID day 28,No,,,,,No,,NAMES03,,,,16IE28,3,6,cluster 5,0.978543137
16IE29,R1T3Samp31,,bc1012--bc1057,16IE,03/11/2022,Autumn,Ireland,County Cork,Sus scrofa domesticus,Domestic pig,Large White x Irish Landrace,Male,,140.0,Finishing,Ireland,Yes,,,Ireland,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,28,Yes,Yes,,Solid,77.71084337,4.0,,,"Barley, wheat, soya hi-pro, soya oil, lysine HCl, DL-methionine, L-threonine, L-tryptophan, ronozyme HiPhos GT, salt feed grade, mono DiCal Phos, limestone flour","17,87",Medium,"3,14","4,52",3.51,Medium,"70,96",,,,,,Standard,No,,Yes,No,Barley,"218,7491882","83,33745173","6,205972377","54,96603225","6,880614986","9,516526594","0,607703544","1,305754894","0,912926067",366.5691987,"13,69429091","2,218680961","382,4821706","57,19","21,79","1,62","14,37","1,80","2,49","0,16","0,34","0,24","95,84","3,58","0,58","0,61","0,23","0,15",,,,No,No,Iron (Gleptosil) day 3-5; Porcilis PCV ID day 28,No,,,,,No,,NAMES03,,,,16IE29,3,6,cluster 5,0.95262431
16IE30,R1T3Samp29,,bc1008--bc1057,16IE,03/11/2022,Autumn,Ireland,County Cork,Sus scrofa domesticus,Domestic pig,Large White x Irish Landrace,Female,,140.0,Finishing,Ireland,Yes,,,Ireland,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,28,Yes,Yes,,Solid,71.38554217,4.0,,,"Barley, wheat, soya hi-pro, soya oil, lysine HCl, DL-methionine, L-threonine, L-tryptophan, ronozyme HiPhos GT, salt feed grade, mono DiCal Phos, limestone flour","17,87",Medium,"3,14","4,52",3.51,Medium,"70,96",,,,,,Standard,No,,Yes,No,Barley,"269,3185293","135,8358598","11,36770342","108,5947339","13,9835987","18,45005559","0,655259445","3,390699374","1,085836723",532.1991785,"26,00656157","4,476536097","562,6822762","47,86","24,14","2,02","19,30","2,49","3,28","0,12","0,60","0,19","94,58","4,62","0,80","0,52","0,26","0,21",,,,No,No,Iron (Gleptosil) day 3-5; Porcilis PCV ID day 28,No,,,,,No,,NAMES03,,,,16IE30,3,1,cluster 6,0.985184055
16IE31,R2T3Samp14,,bc1008---bc1065,16IE,15/12/2022,Winter,Ireland,County Cork,Sus scrofa domesticus,Domestic pig,Large White x Irish Landrace,Male,,140.0,Finishing,Ireland,Yes,,,Ireland,Commercial,Yes,General lean meat,Research farm,Intensive,Inside,No,No,,No,,No,No,Yes,,No,,28,Yes,Yes,,Solid,74.92063492,4.0,,,"Barley, wheat, soya hi-pro, soya oil, lysine HCl, DL-methionine, L-threonine, L-tryptophan, ronozyme HiPhos GT, salt feed grade, mono DiCal Phos, limestone flour","17,87",Medium,"3,14","4,52",3.51,Medium,"70,96",,,,,,Standard,No,,Yes,No,Barley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Iron (Gleptosil) day 3-5; Porcilis PCV ID day 28,No,,,,,No,,NAMES03,,,,16IE31,3,4,cluster 5,0.97444728
17DE01,,,bc1022----bc1098,17DE,31/01/2023,Winter,Germany,Lower Saxony,Sus scrofa domesticus,Domestic pig,Bunte Bentheimer,Unknown,03/11/2022,89.0,Growing,Germany,Yes,,,Germany,Traditional,No,,Zoo,Small-scale,Both,Yes,Yes,Sand,No,Straw,Yes,Yes,No,,No,,,,,,,,,,,"Pig feed, carrots, fir tree, mangelwurzel, bread, grass pellets",,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,NAMES04,Offspring of Alexa (17DE05),,,17DE01,2,2,cluster 6,0.99035266
17DE02,,,bc1024----bc1098,17DE,31/01/2023,Winter,Germany,Lower Saxony,Sus scrofa domesticus,Domestic pig,Bunte Bentheimer,Unknown,23/12/2022,39.0,Nursery,Germany,Yes,,,Germany,Traditional,No,,Zoo,Small-scale,Both,Yes,Yes,Sand,No,Straw,Yes,Yes,No,,No,,,,,,,,,,,"Pig feed, carrots, fir tree, mangelwurzel, bread, grass pellets",,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES04,Offspring of Kriemhild (17DE03); still pre-weaning,,,17DE02,1,2,cluster 6,0.982316625
17DE03,Kriemhild,,bc1012--bc1110,17DE,31/01/2023,Winter,Germany,Lower Saxony,Sus scrofa domesticus,Domestic pig,Bunte Bentheimer,Female,2019,1460.0,Mature,Germany,,,,Germany,Traditional,No,,Zoo,Small-scale,Both,Yes,Yes,Sand,No,Straw,Yes,Yes,No,,No,,,,,,,,,,,"Pig feed, carrots, fir tree, mangelwurzel, bread, grass pellets",,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES03,,,,17DE03,5,1,cluster 4,0.968827705
17DE04,Brista,,bc1005----bc1100,17DE,31/01/2023,Winter,Germany,Lower Saxony,Sus scrofa domesticus,Domestic pig,Bunte Bentheimer,Female,2020,1095.0,Mature,Germany,,,,Germany,Traditional,No,,Zoo,Small-scale,Both,Yes,Yes,Sand,No,Straw,Yes,Yes,No,,No,,,,,,,,,,,"Pig feed, carrots, fir tree, mangelwurzel, bread, grass pellets",,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES04,,,,17DE04,5,7,cluster 6,0.993807962
17DE05,Alexa,,bc1007----bc1100,17DE,31/01/2023,Winter,Germany,Lower Saxony,Sus scrofa domesticus,Domestic pig,Bunte Bentheimer,Female,2021,730.0,Mature,Germany,,,,Germany,Traditional,No,,Zoo,Small-scale,Both,Yes,Yes,Sand,No,Straw,Yes,Yes,No,,No,,,,,,,,,,,"Pig feed, carrots, fir tree, mangelwurzel, bread, grass pellets",,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES04,,,,17DE05,5,5,cluster 6,0.996792728
17DE06,Bea,,bc1008----bc1100,17DE,31/01/2023,Winter,Germany,Lower Saxony,Sus scrofa domesticus,Domestic pig,Bunte Bentheimer,Female,2021,730.0,Mature,Germany,,,,Germany,Traditional,No,,Zoo,Small-scale,Inside,No,Yes,,No,Straw,Yes,Yes,No,,No,,,,,,,,,,,"Pig feed, carrots, fir tree, mangelwurzel, bread, grass pellets",,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,NAMES04,,,,17DE06,5,7,cluster 6,0.99587107
17DE07,Adele,,bc1012----bc1100,17DE,31/01/2023,Winter,Germany,Lower Saxony,Sus scrofa domesticus,Domestic pig,Bunte Bentheimer,Female,2020,1095.0,Mature,Germany,,,,Germany,Traditional,No,,Zoo,Small-scale,Outside,,Yes,Field,Yes,Straw,Yes,Yes,No,2,No,,,,,,,,,,,"Pig feed, carrots, fir tree, mangelwurzel, bread, grass pellets",,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES04,Adele (17DE07) and Schnurre (17DE08) housed together ,,,17DE07,5,7,cluster 4,0.993850471
17DE08,Schnurre,,bc1015--bc1110,17DE,31/01/2023,Winter,Germany,Lower Saxony,Sus scrofa domesticus,Domestic pig,Bunte Bentheimer,Male,2020,1095.0,Mature,Germany,,,,Germany,Traditional,No,,Zoo,Small-scale,Outside,,Yes,Field,Yes,Straw,Yes,Yes,No,2,No,,,,,,,,,,,"Pig feed, carrots, fir tree, mangelwurzel, bread, grass pellets",,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES03,Adele (17DE07) and Schnurre (17DE08) housed together ,,,17DE08,5,7,cluster 6,0.994090612
17DE09,,No no.,bc1015----bc1100,17DE,31/01/2023,Winter,Germany,Lower Saxony,Sus scrofa domesticus,Domestic pig,Bunte Bentheimer,Female,25/07/2022,190.0,Mature,Germany,Yes,,,Germany,Traditional,No,,Zoo,Small-scale,Both,Yes,Yes,Sand,No,Straw,Yes,Yes,No,3,No,,,,,,,,,,,"Pig feed, carrots, fir tree, mangelwurzel, bread, grass pellets",,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES04,,,,17DE09,5,3,cluster 6,0.996783892
17DE10,,32.957,bc1020----bc1100,17DE,31/01/2023,Winter,Germany,Lower Saxony,Sus scrofa domesticus,Domestic pig,Bunte Bentheimer,Female,25/07/2022,190.0,Mature,Germany,Yes,,,Germany,Traditional,No,,Zoo,Small-scale,Both,Yes,Yes,Sand,No,Straw,Yes,Yes,No,3,No,,,,,,,,,,,"Pig feed, carrots, fir tree, mangelwurzel, bread, grass pellets",,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES04,,,,17DE10,5,1,cluster 4,0.993824899
17DE11,,32.956,bc1020--bc1110,17DE,31/01/2023,Winter,Germany,Lower Saxony,Sus scrofa domesticus,Domestic pig,Bunte Bentheimer,Female,25/07/2022,190.0,Mature,Germany,Yes,,,Germany,Traditional,No,,Zoo,Small-scale,Both,Yes,Yes,Sand,No,Straw,Yes,Yes,No,3,No,,,,,,,,,,,"Pig feed, carrots, fir tree, mangelwurzel, bread, grass pellets",,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES03,,,,17DE11,5,6,cluster 4,0.993337216
18DE01,,,bc1022--bc1110,18DE,20/02/2023,Winter,Germany,Lower Saxony,Sus scrofa domesticus,Domestic pig,Bunte Bentheimer,Unknown,30/10/2022,113.0,Growing,Germany,Yes,,,Germany,Traditional,No,,Breeding facility,Small-scale,Inside,No,No,,No,Straw,Yes,Yes,Yes,,No,,,,,,,,,,,Piglet pellets and pig feed,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES03,Piglet of Amelie (18DE08),,,18DE01,2,1,cluster 6,0.979998505
18DE02,,,bc1024--bc1110,18DE,20/02/2023,Winter,Germany,Lower Saxony,Sus scrofa domesticus,Domestic pig,Bunte Bentheimer,Unknown,19/09/2022,154.0,Finishing,Germany,Yes,,,Germany,Traditional,No,,Breeding facility,Small-scale,Inside,No,No,,No,Straw,Yes,Yes,Yes,,No,,,,,,,,,,,Pig feed ,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES03,Offspring of Brista,,,18DE02,3,1,cluster 6,0.992305462
18DE04,,,bc1005--bc1112,18DE,20/02/2023,Winter,Germany,Lower Saxony,Sus scrofa domesticus,Domestic pig,Bunte Bentheimer,Unknown,07/10/2022,136.0,Finishing,Germany,Yes,,,Germany,Traditional,No,,Breeding facility,Small-scale,Inside,No,No,,No,Straw,Yes,Yes,Yes,,No,,,,,,,,,,,Pig feed ,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES03,,,,18DE04,3,1,cluster 6,0.982973989
18DE05,,,bc1022----bc1100,18DE,20/02/2023,Winter,Germany,Lower Saxony,Sus scrofa domesticus,Domestic pig,Bunte Bentheimer,Female,10/04/2022,316.0,Mature,Germany,Yes,,,Germany,Traditional,No,,Breeding facility,Small-scale,Inside,No,No,,No,Straw,Yes,Yes,Yes,,No,,,,,,,,,,,Pig feed ,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES04,,,,18DE05,5,5,cluster 6,0.994655766
18DE06,,,bc1024----bc1100,18DE,20/02/2023,Winter,Germany,Lower Saxony,Sus scrofa domesticus,Domestic pig,Bunte Bentheimer,Female,15/07/2022,220.0,Mature,Germany,Yes,,,Germany,Traditional,No,,Breeding facility,Small-scale,Inside,No,No,,No,Straw,Yes,Yes,Yes,,No,,,,,,,,,,,Pig feed ,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES04,,,,18DE06,5,5,cluster 6,0.995956425
18DE07,,,bc1005----bc1101,18DE,20/02/2023,Winter,Germany,Lower Saxony,Sus scrofa domesticus,Domestic pig,Bunte Bentheimer,Unknown,28/06/2022,237.0,Mature,Germany,Yes,,,Germany,Traditional,No,,Breeding facility,Small-scale,Inside,No,No,,No,Straw,Yes,Yes,Yes,,No,,,,,,,,,,,Pig feed ,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES04,,,,18DE07,5,1,cluster 6,0.993317584
18DE08,Amelie,,bc1007----bc1101,18DE,20/02/2023,Winter,Germany,Lower Saxony,Sus scrofa domesticus,Domestic pig,Bunte Bentheimer,Female,,1460.0,Mature,Germany,,,,Germany,Traditional,No,,Breeding facility,Small-scale,Both,Yes,Yes,Field,Yes,Straw,Yes,Yes,No,3,No,,,,,,,,,,,Pig feed ,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES04,,,,18DE08,5,5,cluster 6,0.997741397
18DE09,Annalena,,bc1008----bc1101,18DE,20/02/2023,Winter,Germany,Lower Saxony,Sus scrofa domesticus,Domestic pig,Bunte Bentheimer,Female,,2920.0,Mature,Germany,,,,Germany,Traditional,No,,Breeding facility,Small-scale,Both,Yes,Yes,Field,Yes,Straw,Yes,Yes,No,3,No,,,,,,,,,,,Pig feed ,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NAMES04,,,,18DE09,5,5,cluster 6,0.99683115
19BE01,,TBE3279,bc1020----bc1105,19BE,10/10/2023,Autumn,Belgium,Vlaams-Brabant,Sus scrofa domesticus,Domestic pig,TN70,Male,29/05/2023,134.0,Finishing,France,No,,,,Commercial,Yes,General lean meat,Hospital,Small-scale,Inside,No,No,,No,Sawdust,Yes,No,No,2,No,,Unknown,,,,,69.26,3.0,,Optivo Pro 9041 (Aveve),"Tarwe, maïs, sojaschroot, gerst, tarweglutenvoer, producten uit de bakkerij- en deegwarensector, tarwevoer, X, isomaltulosemelasse, calciumcarbonaat, suikerbietenmelasse, tarwezemelgrint, zonnebloemzaadvoer, kool- en raapzaadschroot, voormengsel bevattende calciumcarbonaat, DDGS-maïs, natriumchloride, sojadoppen, gedroogde suikerbietenpulp, getoaste sojabonen, maïsglutenvoer","15,4",Medium,4,"4,7",4.0,Medium,"71,9","0,7","0,43","0,2","1,03","0,34",Standard,No,,Yes,No,Wheat,"195,5866604","70,46943069","10,50557918","57,19267352","12,87736886","6,750202968","0,626760122",0,0,329.9989676,"24,00970817",0,"354,0086758","55,25","19,91","2,97","16,16","3,64","1,91","0,18","0,00","0,00","93,22","6,78","0,00","0,61","0,22","0,18",,,,,,,,,,,,Yes,,NAMES04,Living in the same room (not pen) as 19BE02,Instantly frozen in dry ice ,LAIS 57912,19BE01,3,4,cluster 2,0.983269556
19BE02,,TBE3291,bc1022----bc1105,19BE,10/10/2023,Autumn,Belgium,Vlaams-Brabant,Sus scrofa domesticus,Domestic pig,TN70,Male,27/05/2023,136.0,Finishing,France,No,,,,Commercial,Yes,General lean meat,Hospital,Small-scale,Inside,No,No,,No,Sawdust,Yes,No,No,3,No,,Unknown,,,,,67.53,3.0,,Optivo Pro 9041 (Aveve),"Tarwe, maïs, sojaschroot, gerst, tarweglutenvoer, producten uit de bakkerij- en deegwarensector, tarwevoer, X, isomaltulosemelasse, calciumcarbonaat, suikerbietenmelasse, tarwezemelgrint, zonnebloemzaadvoer, kool- en raapzaadschroot, voormengsel bevattende calciumcarbonaat, DDGS-maïs, natriumchloride, sojadoppen, gedroogde suikerbietenpulp, getoaste sojabonen, maïsglutenvoer","15,4",Medium,4,"4,7",4.0,Medium,"71,9","0,7","0,43","0,2","1,03","0,34",Standard,No,,Yes,No,Wheat,"401,2272355","172,0932002","23,09061227","134,6126065","31,7062435","22,73197643","0,582912361","1,478648047","0,906495358",730.6650186,"55,37976812","2,385143406","788,4299302","50,89","21,83","2,93","17,07","4,02","2,88","0,07","0,19","0,11","92,67","7,02","0,30","0,57","0,24","0,19",,,,,,,,,,,,Yes,,NAMES04,Living in the same room (not pen) as 19BE01,Instantly frozen in dry ice ,LAIS 80226,19BE02,3,2,cluster 2,0.994234819
20BE01,,,bc1012----bc1107,20BE,13/10/2023,Autumn,Belgium,Vlaams-Brabant,Sus scrofa domesticus,Domestic pig,,Unknown,,77.0,Growing,Belgium,No,,,,Commercial,No,,Farm,Small-scale,Outside,,Yes,"Field, apple orchard",Yes,,No,No,No,,No,,,,,,,81.51815182,6.0,,303552 Super 13 korrel V,"Tarwe, gerst, tarweglutenvoer, zonnebloemzaadschroot, weiproducten, mais, kool- en raapzaadschroot, calciumcarbonaat, sojaschroot getoast, plantaardige oliën en vetten, tarwegries, natriumchloride","13,8",Low,"2,6","4,8",5.6,High,"73,2","0,7","0,45","0,18","0,82","0,26",Standard,"Apples, grass, shrubbery",,No,Yes,Wheat,"246,1091059","76,82768142","4,202511679","37,04821944","4,323684603","5,310247093","0,565423286","1,060166973","0,916122746",365.2952539,"9,091619568","1,976289719","376,3631632","65,39","20,41","1,12","9,84","1,15","1,41","0,15","0,28","0,24","97,06","2,42","0,53","0,68","0,21","0,10",,,,,,,,,,,,,,NAMES04,,"Instantly frozen, dry shipper","Black pig, middle enclosure",20BE01,2,2,cluster 4,0.993425166
